participant_id,country,iso3,region,age,age_group,sex,time_of_day,n_trials,best_rt_ms,mean_rt_ms,median_rt_ms,worst_rt_ms,sd_rt_ms,lapse_count,data_type
10310,Egypt,EGY,Africa,27,25-34,female,afternoon,5,261,271,269,287,9.1,0,synthetic
10311,Egypt,EGY,Africa,28,25-34,female,afternoon,5,233,262,265,280,16.5,0,synthetic
10312,Egypt,EGY,Africa,12,10-17,male,afternoon,5,250,303,286,416,58.6,0,synthetic
10313,Egypt,EGY,Africa,24,18-24,male,evening,5,261,311,298,431,61.8,0,synthetic
10314,Egypt,EGY,Africa,56,55-64,male,night,5,287,311,314,327,15.0,0,synthetic
10315,Egypt,EGY,Africa,34,25-34,male,evening,5,266,279,276,295,10.1,0,synthetic
10316,Egypt,EGY,Africa,12,10-17,female,afternoon,5,278,310,325,328,21.3,0,synthetic
10317,Egypt,EGY,Africa,34,25-34,male,afternoon,5,242,281,269,370,45.8,0,synthetic
10318,Egypt,EGY,Africa,19,18-24,male,afternoon,5,246,295,260,452,78.8,0,synthetic
10319,Egypt,EGY,Africa,28,25-34,female,afternoon,5,237,300,246,497,99.1,0,synthetic
10320,Egypt,EGY,Africa,44,35-44,male,afternoon,5,247,259,261,269,9.1,0,synthetic
10321,Egypt,EGY,Africa,49,45-54,male,morning,5,227,311,290,426,66.4,0,synthetic
10322,Egypt,EGY,Africa,25,25-34,female,morning,5,270,278,276,292,7.8,0,synthetic
10323,Egypt,EGY,Africa,29,25-34,male,evening,5,250,264,261,280,11.1,0,synthetic
10324,Egypt,EGY,Africa,32,25-34,male,morning,5,244,283,260,397,57.7,0,synthetic
10325,Egypt,EGY,Africa,43,35-44,female,morning,5,246,343,298,516,94.7,1,synthetic
10326,Egypt,EGY,Africa,25,25-34,male,night,5,261,306,271,460,76.7,0,synthetic
10327,Egypt,EGY,Africa,21,18-24,male,evening,5,246,274,278,291,15.5,0,synthetic
10328,Egypt,EGY,Africa,27,25-34,male,morning,5,240,267,277,282,17.1,0,synthetic
10329,Egypt,EGY,Africa,28,25-34,female,evening,5,294,376,325,612,118.7,1,synthetic
10330,Egypt,EGY,Africa,30,25-34,male,night,5,256,274,272,289,12.9,0,synthetic
10331,Egypt,EGY,Africa,52,45-54,female,morning,5,288,302,303,316,10.7,0,synthetic
10332,Egypt,EGY,Africa,13,10-17,female,morning,5,277,329,303,466,70.0,0,synthetic
10333,Egypt,EGY,Africa,12,10-17,male,afternoon,5,279,300,303,325,16.1,0,synthetic
10334,Egypt,EGY,Africa,23,18-24,male,evening,5,234,258,259,286,17.1,0,synthetic
10335,Egypt,EGY,Africa,27,25-34,male,morning,5,225,269,275,299,24.6,0,synthetic
10336,Egypt,EGY,Africa,29,25-34,male,afternoon,5,228,284,265,419,69.1,0,synthetic
10337,Egypt,EGY,Africa,56,55-64,male,morning,5,242,289,291,327,31.9,0,synthetic
10338,Egypt,EGY,Africa,25,25-34,female,morning,5,264,317,278,477,80.2,0,synthetic
10339,Egypt,EGY,Africa,24,18-24,male,morning,5,232,260,258,300,22.7,0,synthetic
10340,Egypt,EGY,Africa,36,35-44,male,night,5,275,300,306,312,13.7,0,synthetic
10341,Egypt,EGY,Africa,53,45-54,female,afternoon,5,280,299,299,325,16.3,0,synthetic
10342,Egypt,EGY,Africa,10,10-17,female,morning,5,301,330,313,403,37.0,0,synthetic
10343,Egypt,EGY,Africa,40,35-44,male,evening,5,235,310,302,415,58.5,0,synthetic
10344,Egypt,EGY,Africa,45,45-54,unspecified,afternoon,5,274,307,314,353,29.8,0,synthetic
10345,Egypt,EGY,Africa,37,35-44,female,afternoon,5,256,275,280,286,10.8,0,synthetic
10346,Egypt,EGY,Africa,33,25-34,male,evening,5,231,253,254,271,12.5,0,synthetic
10347,Egypt,EGY,Africa,41,35-44,female,evening,5,273,311,291,418,53.9,0,synthetic
10348,Egypt,EGY,Africa,41,35-44,unspecified,evening,5,252,311,309,382,41.7,0,synthetic
10349,Egypt,EGY,Africa,13,10-17,female,evening,5,281,316,294,411,48.0,0,synthetic
10350,Egypt,EGY,Africa,12,10-17,male,morning,5,257,369,311,546,107.7,1,synthetic
10351,Egypt,EGY,Africa,43,35-44,male,morning,5,233,252,255,270,12.5,0,synthetic
10352,Egypt,EGY,Africa,14,10-17,female,evening,5,278,306,303,346,23.0,0,synthetic
10353,Egypt,EGY,Africa,28,25-34,female,morning,5,244,271,275,293,16.7,0,synthetic
10354,Egypt,EGY,Africa,36,35-44,male,evening,5,279,305,313,315,13.6,0,synthetic
10355,Egypt,EGY,Africa,19,18-24,male,afternoon,5,233,273,243,401,64.4,0,synthetic
10356,Egypt,EGY,Africa,37,35-44,female,evening,5,269,308,311,334,21.5,0,synthetic
10357,Egypt,EGY,Africa,10,10-17,male,evening,5,285,304,301,332,15.4,0,synthetic
10358,Egypt,EGY,Africa,34,25-34,male,evening,5,261,278,269,310,18.5,0,synthetic
10359,Egypt,EGY,Africa,26,25-34,female,evening,5,278,345,330,461,69.1,0,synthetic
10360,Egypt,EGY,Africa,29,25-34,unspecified,afternoon,5,233,260,262,276,14.5,0,synthetic
10361,Egypt,EGY,Africa,38,35-44,female,morning,5,275,294,291,308,12.3,0,synthetic
10362,Egypt,EGY,Africa,31,25-34,male,morning,5,242,259,266,271,11.6,0,synthetic
10363,Egypt,EGY,Africa,31,25-34,female,evening,5,263,326,280,510,92.4,1,synthetic
10364,Egypt,EGY,Africa,44,35-44,female,afternoon,5,252,273,274,285,11.9,0,synthetic
10365,Egypt,EGY,Africa,22,18-24,unspecified,night,5,265,274,277,283,6.6,0,synthetic
10366,Egypt,EGY,Africa,47,45-54,male,morning,5,267,317,279,484,83.8,0,synthetic
10367,Egypt,EGY,Africa,34,25-34,male,afternoon,5,243,260,250,284,16.2,0,synthetic
10368,Egypt,EGY,Africa,19,18-24,female,morning,5,255,274,261,308,20.5,0,synthetic
10369,Egypt,EGY,Africa,12,10-17,male,morning,5,274,340,296,534,98.1,1,synthetic
10370,Egypt,EGY,Africa,34,25-34,male,morning,5,259,293,302,307,17.8,0,synthetic
10371,Egypt,EGY,Africa,27,25-34,female,morning,5,252,335,296,543,105.5,1,synthetic
10372,Egypt,EGY,Africa,34,25-34,male,afternoon,5,246,312,260,534,111.1,1,synthetic
10373,Egypt,EGY,Africa,61,55-64,female,afternoon,5,320,331,328,346,10.8,0,synthetic
10374,Egypt,EGY,Africa,25,25-34,male,afternoon,5,218,252,247,302,27.4,0,synthetic
10375,Egypt,EGY,Africa,10,10-17,male,afternoon,5,259,289,294,317,21.0,0,synthetic
10376,Egypt,EGY,Africa,24,18-24,female,afternoon,5,255,276,284,289,12.9,0,synthetic
10377,Egypt,EGY,Africa,33,25-34,female,evening,5,245,266,269,289,15.9,0,synthetic
10378,Egypt,EGY,Africa,40,35-44,female,afternoon,5,282,390,303,614,129.1,1,synthetic
10379,Egypt,EGY,Africa,38,35-44,male,night,5,253,282,284,318,21.1,0,synthetic
10380,Egypt,EGY,Africa,24,18-24,male,afternoon,5,215,268,235,418,75.6,0,synthetic
10381,Egypt,EGY,Africa,30,25-34,female,afternoon,5,279,293,291,321,15.3,0,synthetic
10382,Egypt,EGY,Africa,18,18-24,female,evening,5,242,309,285,453,74.0,0,synthetic
10383,Egypt,EGY,Africa,27,25-34,male,afternoon,5,230,236,236,244,4.7,0,synthetic
10384,Egypt,EGY,Africa,10,10-17,female,evening,5,296,319,305,375,29.1,0,synthetic
10385,Egypt,EGY,Africa,10,10-17,female,evening,5,306,361,320,535,87.3,1,synthetic
10386,Egypt,EGY,Africa,26,25-34,female,morning,5,247,271,268,291,15.0,0,synthetic
10387,Egypt,EGY,Africa,31,25-34,female,afternoon,5,271,291,291,306,11.9,0,synthetic
10388,Egypt,EGY,Africa,10,10-17,female,afternoon,5,317,345,329,406,32.5,0,synthetic
10389,Egypt,EGY,Africa,28,25-34,female,night,5,267,326,298,455,66.5,0,synthetic
10390,Egypt,EGY,Africa,20,18-24,female,night,5,257,309,280,444,69.4,0,synthetic
10391,Egypt,EGY,Africa,10,10-17,male,afternoon,5,296,302,301,309,5.1,0,synthetic
10392,Egypt,EGY,Africa,19,18-24,female,evening,5,264,296,284,368,37.7,0,synthetic
10393,Egypt,EGY,Africa,33,25-34,female,evening,5,242,285,265,387,52.3,0,synthetic
10394,Egypt,EGY,Africa,33,25-34,female,morning,5,261,278,276,291,11.2,0,synthetic
10395,Egypt,EGY,Africa,18,18-24,female,evening,5,273,334,310,478,73.4,0,synthetic
10396,Egypt,EGY,Africa,33,25-34,female,afternoon,5,245,285,263,365,42.6,0,synthetic
10397,Egypt,EGY,Africa,33,25-34,male,morning,5,238,249,248,261,7.8,0,synthetic
10398,Egypt,EGY,Africa,20,18-24,female,evening,5,237,306,255,511,103.6,1,synthetic
10399,Egypt,EGY,Africa,40,35-44,male,afternoon,5,247,265,267,281,13.0,0,synthetic
10400,Egypt,EGY,Africa,10,10-17,male,morning,5,255,273,275,293,12.8,0,synthetic
10401,Egypt,EGY,Africa,10,10-17,male,morning,5,280,291,289,306,8.6,0,synthetic
10402,Egypt,EGY,Africa,45,45-54,male,night,5,261,272,278,281,8.5,0,synthetic
10403,Egypt,EGY,Africa,48,45-54,male,afternoon,5,262,303,276,409,53.6,0,synthetic
10404,Egypt,EGY,Africa,39,35-44,female,morning,5,239,266,273,278,14.1,0,synthetic
10405,Egypt,EGY,Africa,10,10-17,male,evening,5,284,308,308,338,19.8,0,synthetic
10406,Egypt,EGY,Africa,20,18-24,female,evening,5,293,363,297,633,134.7,1,synthetic
10407,Egypt,EGY,Africa,44,35-44,male,night,5,274,295,292,319,17.9,0,synthetic
10408,Egypt,EGY,Africa,10,10-17,male,morning,5,297,312,308,325,10.3,0,synthetic
10409,Egypt,EGY,Africa,35,35-44,female,evening,5,291,301,294,320,11.7,0,synthetic
10410,Egypt,EGY,Africa,29,25-34,unspecified,afternoon,5,242,254,253,267,8.9,0,synthetic
10411,Egypt,EGY,Africa,30,25-34,male,afternoon,5,244,267,273,288,15.4,0,synthetic
10412,Egypt,EGY,Africa,32,25-34,male,afternoon,5,224,247,256,265,15.2,0,synthetic
10413,Egypt,EGY,Africa,28,25-34,female,afternoon,5,235,263,270,286,18.9,0,synthetic
10414,Egypt,EGY,Africa,39,35-44,male,evening,5,272,388,451,473,94.3,0,synthetic
10415,Egypt,EGY,Africa,31,25-34,female,morning,5,271,327,290,485,79.8,0,synthetic
10416,Egypt,EGY,Africa,34,25-34,male,morning,5,250,271,266,293,14.9,0,synthetic
10417,Egypt,EGY,Africa,10,10-17,male,evening,5,287,297,300,303,5.9,0,synthetic
10418,Egypt,EGY,Africa,29,25-34,male,night,5,276,344,299,538,98.7,1,synthetic
10419,Egypt,EGY,Africa,16,10-17,female,afternoon,5,257,271,266,287,11.2,0,synthetic
10420,Egypt,EGY,Africa,32,25-34,female,afternoon,5,241,281,278,327,27.3,0,synthetic
10421,Egypt,EGY,Africa,21,18-24,female,evening,5,244,347,391,418,71.1,0,synthetic
10422,Egypt,EGY,Africa,43,35-44,male,afternoon,5,249,307,265,466,81.4,0,synthetic
10423,Egypt,EGY,Africa,10,10-17,male,afternoon,5,282,295,297,300,6.7,0,synthetic
10424,Egypt,EGY,Africa,16,10-17,male,afternoon,5,266,275,274,292,8.7,0,synthetic
10425,Egypt,EGY,Africa,18,18-24,male,afternoon,5,218,257,251,302,27.9,0,synthetic
10426,Egypt,EGY,Africa,39,35-44,female,afternoon,5,231,337,366,414,76.7,0,synthetic
10427,Egypt,EGY,Africa,29,25-34,male,morning,5,263,286,291,302,13.1,0,synthetic
10428,Egypt,EGY,Africa,29,25-34,male,evening,5,245,256,257,270,8.4,0,synthetic
10429,Egypt,EGY,Africa,36,35-44,female,morning,5,252,299,281,408,56.4,0,synthetic
10430,Egypt,EGY,Africa,23,18-24,female,afternoon,5,255,320,268,504,95.0,1,synthetic
10431,Egypt,EGY,Africa,27,25-34,male,morning,5,215,253,258,284,23.8,0,synthetic
10432,Egypt,EGY,Africa,42,35-44,female,afternoon,5,242,263,266,286,16.8,0,synthetic
10433,Egypt,EGY,Africa,39,35-44,male,morning,5,254,270,270,286,12.9,0,synthetic
10434,Egypt,EGY,Africa,40,35-44,male,evening,5,246,270,279,283,14.0,0,synthetic
10435,Egypt,EGY,Africa,29,25-34,female,night,5,275,292,279,318,18.2,0,synthetic
10436,Egypt,EGY,Africa,26,25-34,female,evening,5,266,282,279,310,15.8,0,synthetic
10437,Egypt,EGY,Africa,33,25-34,male,afternoon,5,262,278,282,293,12.5,0,synthetic
10438,Egypt,EGY,Africa,18,18-24,male,morning,5,255,317,281,495,90.2,0,synthetic
10439,Egypt,EGY,Africa,29,25-34,male,morning,5,267,312,287,437,63.5,0,synthetic
10440,Egypt,EGY,Africa,16,10-17,female,afternoon,5,255,277,280,297,15.2,0,synthetic
10441,Egypt,EGY,Africa,46,45-54,female,afternoon,5,281,330,304,471,71.9,0,synthetic
10442,Egypt,EGY,Africa,18,18-24,female,afternoon,5,288,360,295,516,90.4,1,synthetic
10443,Egypt,EGY,Africa,19,18-24,male,morning,5,234,297,250,466,86.1,0,synthetic
10444,Egypt,EGY,Africa,30,25-34,male,morning,5,228,257,254,290,20.6,0,synthetic
10445,Egypt,EGY,Africa,10,10-17,male,evening,5,285,318,320,334,17.9,0,synthetic
10446,Egypt,EGY,Africa,30,25-34,male,morning,5,264,301,273,403,52.1,0,synthetic
10447,Egypt,EGY,Africa,10,10-17,female,afternoon,5,305,351,322,477,64.6,0,synthetic
10448,Egypt,EGY,Africa,38,35-44,male,night,5,268,286,286,302,10.6,0,synthetic
10449,Egypt,EGY,Africa,26,25-34,male,evening,5,247,281,270,356,38.9,0,synthetic
10450,Egypt,EGY,Africa,12,10-17,female,evening,5,263,285,277,305,16.7,0,synthetic
10451,Egypt,EGY,Africa,10,10-17,female,evening,5,289,312,315,343,18.2,0,synthetic
10452,Egypt,EGY,Africa,31,25-34,female,evening,5,244,263,265,282,13.2,0,synthetic
10453,Egypt,EGY,Africa,11,10-17,female,evening,5,294,314,314,334,12.9,0,synthetic
10454,Egypt,EGY,Africa,11,10-17,male,evening,5,302,320,320,339,14.6,0,synthetic
10455,Egypt,EGY,Africa,33,25-34,male,afternoon,5,262,286,294,296,12.6,0,synthetic
10456,Egypt,EGY,Africa,20,18-24,female,morning,5,228,280,261,393,59.3,0,synthetic
10457,Egypt,EGY,Africa,10,10-17,female,evening,5,275,294,301,306,12.7,0,synthetic
10458,Egypt,EGY,Africa,29,25-34,male,afternoon,5,244,259,259,268,8.4,0,synthetic
10459,Egypt,EGY,Africa,33,25-34,unspecified,afternoon,5,250,269,262,292,15.3,0,synthetic
10460,Egypt,EGY,Africa,42,35-44,female,afternoon,5,262,288,293,302,14.1,0,synthetic
10461,Egypt,EGY,Africa,30,25-34,male,evening,5,228,252,261,272,17.9,0,synthetic
10462,Egypt,EGY,Africa,16,10-17,female,evening,5,256,273,275,288,11.8,0,synthetic
10463,Egypt,EGY,Africa,39,35-44,male,afternoon,5,251,312,265,482,87.0,0,synthetic
10464,Egypt,EGY,Africa,21,18-24,male,morning,5,231,296,252,487,96.1,0,synthetic
10465,Egypt,EGY,Africa,25,25-34,male,afternoon,5,228,299,268,468,85.8,0,synthetic
10466,Egypt,EGY,Africa,10,10-17,female,afternoon,5,259,329,282,419,71.8,0,synthetic
10467,Egypt,EGY,Africa,11,10-17,female,evening,5,257,289,292,323,22.6,0,synthetic
10468,Egypt,EGY,Africa,33,25-34,male,afternoon,5,254,301,271,455,77.1,0,synthetic
10469,Egypt,EGY,Africa,48,45-54,female,evening,5,292,342,318,475,67.1,0,synthetic
10470,Egypt,EGY,Africa,43,35-44,female,evening,5,274,327,287,505,89.1,1,synthetic
10471,Egypt,EGY,Africa,21,18-24,female,evening,5,258,326,271,561,117.3,1,synthetic
10472,Egypt,EGY,Africa,22,18-24,male,morning,5,265,272,274,278,4.7,0,synthetic
10473,Egypt,EGY,Africa,62,55-64,male,morning,5,292,339,319,446,54.6,0,synthetic
10474,Egypt,EGY,Africa,15,10-17,male,evening,5,243,274,279,305,20.2,0,synthetic
10475,Egypt,EGY,Africa,31,25-34,male,morning,5,255,262,264,267,4.4,0,synthetic
10476,Egypt,EGY,Africa,43,35-44,female,morning,5,279,296,297,308,9.6,0,synthetic
10477,Egypt,EGY,Africa,21,18-24,male,evening,5,232,280,241,444,82.5,0,synthetic
10478,Egypt,EGY,Africa,29,25-34,female,night,5,283,305,300,324,15.3,0,synthetic
10479,Egypt,EGY,Africa,22,18-24,male,evening,5,238,247,247,253,4.8,0,synthetic
10480,Egypt,EGY,Africa,50,45-54,male,morning,5,269,292,294,304,12.3,0,synthetic
10481,Egypt,EGY,Africa,23,18-24,male,afternoon,5,233,258,265,272,15.1,0,synthetic
10482,Egypt,EGY,Africa,32,25-34,male,afternoon,5,224,245,237,282,20.8,0,synthetic
10483,Egypt,EGY,Africa,38,35-44,female,evening,5,276,375,348,508,92.0,1,synthetic
10484,Egypt,EGY,Africa,26,25-34,male,night,5,264,285,274,309,18.0,0,synthetic
10485,Egypt,EGY,Africa,10,10-17,female,morning,5,291,305,294,340,18.8,0,synthetic
10486,Egypt,EGY,Africa,10,10-17,female,afternoon,5,256,285,289,302,16.5,0,synthetic
10487,Egypt,EGY,Africa,33,25-34,female,afternoon,5,268,280,277,302,11.8,0,synthetic
10488,Egypt,EGY,Africa,36,35-44,female,evening,5,283,304,302,327,17.1,0,synthetic
10489,Egypt,EGY,Africa,31,25-34,female,evening,5,248,288,295,309,21.1,0,synthetic
10490,Egypt,EGY,Africa,38,35-44,male,morning,5,259,306,265,454,75.0,0,synthetic
10491,Egypt,EGY,Africa,17,10-17,female,afternoon,5,282,315,294,409,47.2,0,synthetic
10492,Egypt,EGY,Africa,22,18-24,male,morning,5,244,295,259,443,75.2,0,synthetic
10493,Egypt,EGY,Africa,18,18-24,male,afternoon,5,237,247,243,260,8.6,0,synthetic
10494,Egypt,EGY,Africa,10,10-17,female,afternoon,5,260,291,296,313,18.0,0,synthetic
10495,Egypt,EGY,Africa,25,25-34,female,evening,5,254,275,283,288,13.7,0,synthetic
10496,Egypt,EGY,Africa,46,45-54,male,morning,5,265,295,303,315,17.4,0,synthetic
10497,Egypt,EGY,Africa,30,25-34,male,afternoon,5,237,267,262,310,23.8,0,synthetic
10498,Egypt,EGY,Africa,10,10-17,female,evening,5,298,319,314,351,17.9,0,synthetic
10499,Egypt,EGY,Africa,51,45-54,male,morning,5,250,265,263,287,12.6,0,synthetic
10500,Egypt,EGY,Africa,49,45-54,male,morning,5,272,282,277,299,9.8,0,synthetic
10501,Egypt,EGY,Africa,44,35-44,female,morning,5,251,269,263,293,14.5,0,synthetic
10502,Egypt,EGY,Africa,19,18-24,male,morning,5,234,281,246,426,72.6,0,synthetic
10503,Egypt,EGY,Africa,28,25-34,unspecified,morning,5,239,303,270,453,76.6,0,synthetic
10504,Egypt,EGY,Africa,46,45-54,female,afternoon,5,235,276,279,305,24.9,0,synthetic
10505,Egypt,EGY,Africa,12,10-17,female,evening,5,287,342,313,464,64.1,0,synthetic
10506,Egypt,EGY,Africa,24,18-24,female,morning,5,245,297,278,400,54.7,0,synthetic
10507,Egypt,EGY,Africa,32,25-34,male,afternoon,5,229,261,268,280,17.2,0,synthetic
10508,Egypt,EGY,Africa,26,25-34,female,evening,5,260,274,269,302,14.5,0,synthetic
10509,Egypt,EGY,Africa,32,25-34,male,afternoon,5,226,283,260,406,63.1,0,synthetic
10510,Egypt,EGY,Africa,23,18-24,unspecified,evening,5,243,259,259,278,11.2,0,synthetic
10511,Egypt,EGY,Africa,48,45-54,male,night,5,284,306,298,329,18.2,0,synthetic
10512,Egypt,EGY,Africa,24,18-24,male,evening,5,238,295,264,439,74.5,0,synthetic
10513,Egypt,EGY,Africa,32,25-34,male,night,5,243,252,250,267,9.1,0,synthetic
10514,Egypt,EGY,Africa,20,18-24,male,morning,5,275,304,312,318,15.4,0,synthetic
10515,Egypt,EGY,Africa,10,10-17,female,evening,5,283,340,315,466,67.6,0,synthetic
10516,Egypt,EGY,Africa,26,25-34,female,evening,5,258,317,308,412,52.0,0,synthetic
10517,Egypt,EGY,Africa,42,35-44,male,night,5,272,290,291,303,11.2,0,synthetic
10518,Egypt,EGY,Africa,32,25-34,female,afternoon,5,219,247,251,275,20.1,0,synthetic
10519,Egypt,EGY,Africa,37,35-44,female,evening,5,251,286,272,347,33.1,0,synthetic
10520,Egypt,EGY,Africa,24,18-24,female,morning,5,277,296,299,316,13.9,0,synthetic
10521,Egypt,EGY,Africa,23,18-24,unspecified,evening,5,249,257,254,268,6.6,0,synthetic
10522,Egypt,EGY,Africa,35,35-44,female,morning,5,277,329,296,478,75.4,0,synthetic
10523,Egypt,EGY,Africa,26,25-34,male,afternoon,5,215,254,255,286,22.6,0,synthetic
10524,Egypt,EGY,Africa,25,25-34,unspecified,evening,5,253,282,286,308,17.7,0,synthetic
10525,Egypt,EGY,Africa,25,25-34,male,evening,5,218,241,245,250,11.7,0,synthetic
10526,Egypt,EGY,Africa,51,45-54,female,afternoon,5,280,319,292,429,56.1,0,synthetic
10527,Egypt,EGY,Africa,46,45-54,female,evening,5,281,320,305,408,45.7,0,synthetic
10528,Egypt,EGY,Africa,33,25-34,male,evening,5,250,269,268,286,12.4,0,synthetic
10529,Egypt,EGY,Africa,19,18-24,male,afternoon,5,232,245,245,255,7.5,0,synthetic
10530,Egypt,EGY,Africa,43,35-44,male,morning,5,273,289,291,297,8.3,0,synthetic
10531,Egypt,EGY,Africa,19,18-24,female,evening,5,277,308,293,351,27.4,0,synthetic
10532,Egypt,EGY,Africa,44,35-44,male,afternoon,5,257,280,280,308,19.9,0,synthetic
10533,Egypt,EGY,Africa,14,10-17,male,evening,5,271,289,283,313,15.7,0,synthetic
10534,Egypt,EGY,Africa,22,18-24,male,afternoon,5,219,239,246,248,10.7,0,synthetic
10535,Egypt,EGY,Africa,20,18-24,female,evening,5,225,320,250,484,104.4,0,synthetic
10536,Egypt,EGY,Africa,38,35-44,female,afternoon,5,247,268,262,302,18.9,0,synthetic
10537,Egypt,EGY,Africa,50,45-54,unspecified,afternoon,5,263,306,292,386,42.2,0,synthetic
10538,Egypt,EGY,Africa,31,25-34,male,afternoon,5,237,331,300,488,84.3,0,synthetic
10539,Egypt,EGY,Africa,41,35-44,male,afternoon,5,251,264,254,283,14.7,0,synthetic
10540,Egypt,EGY,Africa,41,35-44,male,morning,5,237,261,260,289,20.0,0,synthetic
10541,Egypt,EGY,Africa,30,25-34,male,afternoon,5,269,336,278,450,77.6,0,synthetic
10542,Egypt,EGY,Africa,29,25-34,female,afternoon,5,244,258,263,271,10.7,0,synthetic
10543,Egypt,EGY,Africa,47,45-54,female,morning,5,243,261,263,277,11.3,0,synthetic
10544,Egypt,EGY,Africa,37,35-44,male,afternoon,5,250,288,264,405,58.7,0,synthetic
10545,Egypt,EGY,Africa,24,18-24,male,morning,5,253,282,277,305,18.5,0,synthetic
10546,Egypt,EGY,Africa,29,25-34,female,morning,5,261,265,266,268,2.9,0,synthetic
10547,Egypt,EGY,Africa,20,18-24,male,evening,5,244,254,249,269,9.8,0,synthetic
10548,Egypt,EGY,Africa,37,35-44,female,morning,5,252,257,255,265,5.3,0,synthetic
10549,Egypt,EGY,Africa,21,18-24,male,afternoon,5,215,256,263,280,23.2,0,synthetic
10550,Egypt,EGY,Africa,24,18-24,male,night,5,240,273,278,311,24.9,0,synthetic
10551,Egypt,EGY,Africa,36,35-44,male,evening,5,217,239,240,263,17.8,0,synthetic
10552,Egypt,EGY,Africa,22,18-24,female,evening,5,249,278,278,338,32.5,0,synthetic
10553,Egypt,EGY,Africa,37,35-44,male,evening,5,249,293,285,387,48.9,0,synthetic
10554,Egypt,EGY,Africa,22,18-24,male,evening,5,262,275,277,285,8.8,0,synthetic
10555,Egypt,EGY,Africa,27,25-34,female,afternoon,5,262,277,277,302,14.1,0,synthetic
10556,Egypt,EGY,Africa,44,35-44,female,afternoon,5,267,283,285,295,10.3,0,synthetic
10557,Egypt,EGY,Africa,46,45-54,female,afternoon,5,256,289,297,320,25.9,0,synthetic
10558,Egypt,EGY,Africa,53,45-54,male,afternoon,5,234,265,270,297,20.9,0,synthetic
10559,Egypt,EGY,Africa,37,35-44,male,afternoon,5,227,254,257,271,16.2,0,synthetic
10560,Egypt,EGY,Africa,26,25-34,female,afternoon,5,256,297,276,393,50.0,0,synthetic
10561,Egypt,EGY,Africa,50,45-54,female,afternoon,5,277,319,313,396,42.2,0,synthetic
10562,Egypt,EGY,Africa,10,10-17,male,afternoon,5,278,307,318,329,19.2,0,synthetic
10563,Egypt,EGY,Africa,34,25-34,male,afternoon,5,232,311,269,405,70.0,0,synthetic
10564,Egypt,EGY,Africa,20,18-24,female,evening,5,270,298,274,390,46.3,0,synthetic
10565,Egypt,EGY,Africa,27,25-34,male,evening,5,250,267,269,278,9.8,0,synthetic
10566,Egypt,EGY,Africa,20,18-24,male,morning,5,278,291,289,310,10.5,0,synthetic
10567,Egypt,EGY,Africa,53,45-54,male,afternoon,5,271,306,281,420,57.1,0,synthetic
10568,Egypt,EGY,Africa,12,10-17,male,evening,5,244,272,270,293,18.4,0,synthetic
10569,Egypt,EGY,Africa,39,35-44,male,afternoon,5,235,262,268,282,17.1,0,synthetic
